7.366140000000000000e+05,1.904159999999999968e+02,1.924190000000000111e+02,1.892700000000000102e+02,1.903660999999999888e+02,1.320731500000000000e+07
7.366150000000000000e+05,1.928773999999999944e+02,1.943223000000000127e+02,1.909840000000000089e+02,1.939138000000000090e+02,1.571823300000000000e+07
7.366180000000000000e+05,1.951195999999999913e+02,1.973597000000000037e+02,1.925683999999999969e+02,1.972420999999999935e+02,1.441595800000000000e+07
7.366190000000000000e+05,1.964051000000000045e+02,1.982087999999999965e+02,1.956675999999999931e+02,1.970628000000000100e+02,1.196486700000000000e+07
7.366200000000000000e+05,1.974215000000000089e+02,1.974514000000000067e+02,1.926482000000000028e+02,1.968934000000000140e+02,1.418290700000000000e+07
7.366210000000000000e+05,1.937642999999999915e+02,1.973119000000000085e+02,1.917812999999999874e+02,1.971125999999999863e+02,1.426925300000000000e+07
7.366220000000000000e+05,1.978001999999999896e+02,1.988963999999999999e+02,1.958569999999999993e+02,1.962156999999999982e+02,1.129046200000000000e+07
7.366250000000000000e+05,1.970927000000000078e+02,1.981589999999999918e+02,1.951195999999999913e+02,1.959367000000000019e+02,1.071737600000000000e+07
7.366260000000000000e+05,1.963053999999999917e+02,1.980593000000000075e+02,1.952590999999999894e+02,1.979894999999999925e+02,1.018113200000000000e+07
7.366270000000000000e+05,1.963951000000000136e+02,1.985277000000000100e+02,1.905055999999999869e+02,1.929869999999999948e+02,2.070403000000000000e+07
7.366280000000000000e+05,1.941031000000000120e+02,1.954782999999999902e+02,1.931365000000000123e+02,1.950098999999999876e+02,8.068563000000000000e+06
7.366290000000000000e+05,1.971125999999999863e+02,2.011684999999999945e+02,1.960662000000000091e+02,2.011585000000000036e+02,1.430483500000000000e+07
7.366320000000000000e+05,2.011585000000000036e+02,2.053737000000000137e+02,2.005207000000000050e+02,2.031315999999999917e+02,1.260141700000000000e+07
7.366330000000000000e+05,2.044171000000000049e+02,2.071674999999999898e+02,2.041879000000000133e+02,2.060912999999999897e+02,1.029770700000000000e+07
7.366340000000000000e+05,2.086225000000000023e+02,2.092402999999999906e+02,2.038890000000000100e+02,2.064798999999999864e+02,1.256444600000000000e+07
7.366350000000000000e+05,2.052840999999999951e+02,2.070877999999999872e+02,2.029422999999999888e+02,2.052242999999999995e+02,8.557738000000000000e+06
7.366360000000000000e+05,2.064798999999999864e+02,2.079647999999999968e+02,2.046273999999999944e+02,2.079647999999999968e+02,8.841024000000000000e+06
7.366390000000000000e+05,2.064798999999999864e+02,2.092503000000000100e+02,2.059816999999999894e+02,2.089014999999999986e+02,9.748616000000000000e+06
7.366400000000000000e+05,2.098182999999999936e+02,2.121600999999999999e+02,2.093256000000000085e+02,2.112931000000000097e+02,1.069254200000000000e+07
7.366410000000000000e+05,2.111137999999999977e+02,2.112632999999999868e+02,2.065199000000000069e+02,2.084330999999999960e+02,1.307470500000000000e+07
7.366420000000000000e+05,2.045566000000000031e+02,2.056129999999999995e+02,1.996736999999999966e+02,2.046065000000000111e+02,2.343212700000000000e+07
7.366430000000000000e+05,2.123394999999999868e+02,2.179100999999999999e+02,2.108944999999999936e+02,2.153889000000000067e+02,3.133137400000000000e+07
7.366460000000000000e+05,2.153889000000000067e+02,2.164153000000000020e+02,2.112732000000000028e+02,2.118910999999999945e+02,1.455941300000000000e+07
7.366470000000000000e+05,2.122598000000000127e+02,2.140535000000000139e+02,2.104959000000000060e+02,2.134356999999999971e+02,1.323231900000000000e+07
7.366480000000000000e+05,2.112134000000000071e+02,2.112632999999999868e+02,2.070777999999999963e+02,2.092503000000000100e+02,1.254873100000000000e+07
7.366490000000000000e+05,2.122398000000000025e+02,2.134556000000000040e+02,2.105158999999999878e+02,2.108745999999999867e+02,1.104418300000000000e+07
7.366500000000000000e+05,2.131766000000000076e+02,2.146015999999999906e+02,2.100175999999999874e+02,2.106254999999999882e+02,1.289156800000000000e+07
7.366530000000000000e+05,2.112532999999999959e+02,2.138242999999999938e+02,2.097684999999999889e+02,2.133360000000000127e+02,9.902511000000000000e+06
7.366540000000000000e+05,2.149404000000000110e+02,2.157675000000000125e+02,2.136548999999999978e+02,2.152992000000000132e+02,9.979358000000000000e+06
7.366550000000000000e+05,2.163960999999999899e+02,2.163960999999999899e+02,2.130155000000000030e+02,2.143317999999999870e+02,8.915998000000000000e+06
7.366570000000000000e+05,2.149900000000000091e+02,2.163960999999999899e+02,2.140027000000000044e+02,2.163562000000000012e+02,4.518800000000000000e+06
7.366600000000000000e+05,2.167051999999999907e+02,2.167550999999999988e+02,2.134144000000000005e+02,2.135440000000000111e+02,1.057236400000000000e+07
7.366610000000000000e+05,2.137533999999999992e+02,2.141323999999999899e+02,2.076604000000000099e+02,2.101236000000000104e+02,1.281880400000000000e+07
7.366620000000000000e+05,2.094254999999999995e+02,2.095378000000000043e+02,1.906978000000000009e+02,1.958733000000000004e+02,3.491974100000000000e+07
7.366630000000000000e+05,1.986456000000000017e+02,2.021159000000000106e+02,1.961026999999999987e+02,2.001513999999999953e+02,2.059419900000000000e+07
7.366640000000000000e+05,1.987553000000000054e+02,1.995730000000000075e+02,1.919343000000000075e+02,1.971297999999999888e+02,2.028874800000000000e+07
7.366670000000000000e+05,1.994932000000000016e+02,1.997425000000000068e+02,1.839865000000000066e+02,1.861405000000000030e+02,3.102112300000000000e+07
7.366680000000000000e+05,1.818924000000000092e+02,1.921637000000000057e+02,1.800774000000000115e+02,1.872175000000000011e+02,2.453719400000000000e+07
7.366690000000000000e+05,1.851831999999999994e+02,1.896108000000000118e+02,1.843256000000000085e+02,1.887333000000000141e+02,1.167576000000000000e+07
7.366700000000000000e+05,1.914257000000000062e+02,1.930612000000000137e+02,1.895909000000000049e+02,1.914557000000000073e+02,1.356498800000000000e+07
7.366710000000000000e+05,1.934699999999999989e+02,1.942378999999999962e+02,1.906179999999999950e+02,1.909570999999999970e+02,1.167185600000000000e+07
7.366740000000000000e+05,1.915254999999999939e+02,1.942378999999999962e+02,1.908872000000000071e+02,1.941182000000000016e+02,9.318741000000000000e+06
7.366750000000000000e+05,1.923631000000000029e+02,1.933004999999999995e+02,1.893615000000000066e+02,1.903088999999999942e+02,1.137544500000000000e+07
7.366760000000000000e+05,1.919642000000000053e+02,1.920141000000000133e+02,1.853626999999999896e+02,1.856617999999999995e+02,1.385699200000000000e+07
7.366770000000000000e+05,1.854026000000000067e+02,1.888129999999999882e+02,1.840861999999999910e+02,1.859509999999999934e+02,1.095405600000000000e+07
7.366780000000000000e+05,1.877271000000000072e+02,1.918446000000000140e+02,1.851033999999999935e+02,1.910269000000000119e+02,1.675087800000000000e+07
7.366810000000000000e+05,1.926622999999999877e+02,1.974688999999999908e+02,1.914655999999999949e+02,1.973491999999999962e+02,1.194255800000000000e+07
7.366820000000000000e+05,1.969703000000000088e+02,1.971796999999999969e+02,1.944173999999999864e+02,1.955641999999999996e+02,9.327493000000000000e+06
7.366830000000000000e+05,1.971497999999999990e+02,1.975186999999999955e+02,1.940084999999999980e+02,1.962522999999999911e+02,7.220456000000000000e+06
7.366840000000000000e+05,1.963918999999999926e+02,1.973991000000000042e+02,1.950057999999999936e+02,1.953447999999999922e+02,7.522626000000000000e+06
7.366850000000000000e+05,1.938590000000000089e+02,1.951055000000000064e+02,1.907177000000000078e+02,1.947264999999999873e+02,1.165687100000000000e+07
7.366890000000000000e+05,1.924927999999999884e+02,1.971996000000000038e+02,1.912861000000000047e+02,1.968905000000000030e+02,8.877033000000000000e+06
7.366900000000000000e+05,1.963520000000000039e+02,1.994134999999999991e+02,1.957635999999999967e+02,1.966211999999999875e+02,8.237223000000000000e+06
7.366910000000000000e+05,1.975785999999999945e+02,1.988250999999999920e+02,1.966026999999999987e+02,1.968505999999999858e+02,6.006248000000000000e+06
7.366920000000000000e+05,1.979077000000000055e+02,1.979077000000000055e+02,1.929615000000000009e+02,1.929615000000000009e+02,6.999116000000000000e+06
7.366960000000000000e+05,1.952350999999999885e+02,1.989447999999999865e+02,1.939586999999999932e+02,1.987951999999999941e+02,8.890417000000000000e+06
7.366970000000000000e+05,2.035320000000000107e+02,2.131051999999999964e+02,2.031828999999999894e+02,2.118787000000000091e+02,2.286759100000000000e+07
7.366980000000000000e+05,2.151595000000000084e+02,2.174430999999999869e+02,2.120980999999999881e+02,2.129954999999999927e+02,1.458172000000000000e+07
7.366990000000000000e+05,2.135938999999999908e+02,2.163062999999999931e+02,2.104925000000000068e+02,2.148004999999999995e+02,1.450310300000000000e+07
7.367020000000000000e+05,2.197865999999999929e+02,2.243737999999999886e+02,2.179716999999999985e+02,2.213821000000000083e+02,2.203042200000000000e+07
7.367030000000000000e+05,2.216014999999999873e+02,2.231971000000000060e+02,2.180314999999999941e+02,2.213223000000000127e+02,1.242499500000000000e+07
7.367040000000000000e+05,2.175927000000000078e+02,2.231971000000000060e+02,2.153987999999999943e+02,2.230575000000000045e+02,1.456662600000000000e+07
